SessionKey,x,y,stage,measure_id,CurrentLocation,proceed,tooltip,url
2017R1,43,12,introduced,HB2580,In House Committee,TRUE,<strong>HB2580</strong><p>Requires Oregon Health Authority to take<br/>specified steps to ensure enrollment without<br/>delay and continued enrollment in coordinated<br/>care organization of child placed by Department of<br/>Human Services in substitute care.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2580
2017R1,43,13,introduced,HB2581,In House Committee,TRUE,<strong>HB2581</strong><p>Requires person that possesses or has access to<br/>account information to report breach of security<br/>to financial institution that issued financial<br/>access device.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2581
2017R1,43,14,introduced,HB2582,In House Committee,TRUE,<strong>HB2582</strong><p>Establishes University Research Fighting Fund<br/>to provide state moneys to public universities<br/>or Oregon Health and Science University when<br/>universities seek federal research grants.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2582
2017R1,43,15,introduced,HB2583,In House Committee,TRUE,"<strong>HB2583</strong><p>Modifies definition of ""public works."" Classifies<br/>exemption from ad valorem property taxation as<br/>funds of public agency for purpose of requiring<br/>payment of prevailing rate of wage.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2583
2017R1,22,14,introduced,HB2584,In Senate Committee,TRUE,<strong>HB2584</strong><p>Lists specified types of expenditures that are<br/>definitively considered to be made in coordination<br/>with candidates for purposes of determining<br/>whether expenditure is considered independent<br/>expenditure.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2584
2017R1,43,16,introduced,HB2585,In House Committee,TRUE,<strong>HB2585</strong><p>Alters passenger motor vehicle registration fee<br/>from flat rate to fee based on formula.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2585
2017R1,9,13,introduced,HB2586,Chapter Number Assigned,TRUE,<strong>HB2586</strong><p>Exempts fees associated with filing voters'<br/>pamphlet statement from $750 threshold required to<br/>file as political committee.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2586
2017R1,43,17,introduced,HB2587,In House Committee,TRUE,"<strong>HB2587</strong><p>Modifies state educational goals to take into<br/>consideration students' aspirations, to provide<br/>students with well-rounded education and to<br/>provide students with sufficient instructional<br/>time to meet students' educational goals.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2587
2017R1,43,18,introduced,HB2588,In House Committee,TRUE,<strong>HB2588</strong><p>Prohibits performance of late-term sex-selective<br/>abortion.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2588
2017R1,43,19,introduced,HB2589,In House Committee,TRUE,<strong>HB2589</strong><p>Provides that county is exempt from applicability<br/>of statute banning use of dogs to hunt or pursue<br/>cougars if voters approve county measure proposed<br/>by initiative petition or referred to people by<br/>governing body of county.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2589
2017R1,43,20,introduced,HB2590,In House Committee,TRUE,"<strong>HB2590</strong><p>Directs Oregon Department of Administrative<br/>Services to issue grant to organization dedicated<br/>to addressing community needs relating to October<br/>1, 2015, shooting on campus of Umpqua Community<br/>College.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2590
2017R1,9,14,introduced,HB2591,Chapter Number Assigned,TRUE,<strong>HB2591</strong><p>Designates month of May of each year as Williams<br/>Syndrome Awareness Month.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2591
2017R1,44,1,introduced,HB2592,In House Committee,TRUE,<strong>HB2592</strong><p>Establishes refundable credit against personal<br/>income taxes for purchase of qualifying gun safes.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2592
2017R1,44,2,introduced,HB2593,In House Committee,TRUE,"<strong>HB2593</strong><p>Requires that sexually explicit material involving<br/>minor remain in control of law enforcement<br/>agency or court throughout criminal proceeding<br/>or juvenile delinquency proceeding, provided<br/>that material is made reasonably available to<br/>defendant.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2593
2017R1,9,15,introduced,HB2594,Chapter Number Assigned,TRUE,<strong>HB2594</strong><p>Allows nonimmigrant authorized to enter United<br/>States under Compact of Free Association to be law<br/>enforcement officer.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2594
2017R1,44,3,introduced,HB2595,In House Committee,TRUE,<strong>HB2595</strong><p>Adds Oregon Volunteer Firefighters Association to<br/>list of entities eligible for individual income<br/>tax return checkoff contribution.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2595
2017R1,44,4,introduced,HB2596,In House Committee,TRUE,<strong>HB2596</strong><p>Specifies decreased vehicle registration fee<br/>for truck tractor used exclusively to tow travel<br/>trailer for personal use.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2596
2017R1,9,16,introduced,HB2597,Chapter Number Assigned,TRUE,<strong>HB2597</strong><p>Renames offense of operating motor vehicle while<br/>using mobile communication device as offense<br/>of driving motor vehicle while using mobile<br/>electronic device.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2597
2017R1,9,17,introduced,HB2598,Chapter Number Assigned,TRUE,"<strong>HB2598</strong><p>Expands offense of vehicular assault to include<br/>contact with motorcycle, motorcycle operator or<br/>motorcycle passenger.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2598
2017R1,44,5,introduced,HB2599,In House Committee,TRUE,<strong>HB2599</strong><p>Requires only persons under 21 years of age<br/>to wear motorcycle helmet while riding on or<br/>operating motorcycle or moped.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2599
2017R1,9,18,introduced,HB2600,Chapter Number Assigned,TRUE,<strong>HB2600</strong><p>Transfers authority over court appointed special<br/>advocates and CASA Volunteer Programs from Oregon<br/>Volunteers Commission for Voluntary Action and<br/>Service to Oregon Department of Administrative<br/>Services.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2600
2017R1,9,19,introduced,HB2601,Chapter Number Assigned,TRUE,<strong>HB2601</strong><p>Makes nonsubstantive and technical changes in<br/>Oregon law.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2601
2017R1,44,6,introduced,HB2602,In House Committee,TRUE,<strong>HB2602</strong><p>Modifies crime of sexual abuse in the first degree<br/>by specifying location of prohibited touching<br/>constituting crime.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2602
2017R1,44,7,introduced,HB2603,In House Committee,TRUE,<strong>HB2603</strong><p>Expands definition of physical injury in Oregon<br/>Criminal Code to include physical trauma when<br/>injured person is vulnerable victim.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2603
2017R1,44,8,introduced,HB2604,In House Committee,TRUE,<strong>HB2604</strong><p>Provides that judicial marshal certified by<br/>Department of Public Safety Standards and Training<br/>qualifies as police officer under Public Employees<br/>Retirement System.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2604
2017R1,9,20,introduced,HB2605,Chapter Number Assigned,TRUE,<strong>HB2605</strong><p>Increases number of circuit court judges in<br/>judicial districts consisting of Josephine County<br/>and Washington County.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2605
2017R1,44,9,introduced,HB2606,In House Committee,TRUE,<strong>HB2606</strong><p>Provides for allocations from Criminal Fine<br/>Account to State Court Technology Fund.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2606
2017R1,44,10,introduced,HB2607,In House Committee,TRUE,<strong>HB2607</strong><p>Exempts certain securities issued in connection<br/>with employee benefit plans from securities<br/>registration requirements.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2607
2017R1,10,1,introduced,HB2608,Chapter Number Assigned,TRUE,<strong>HB2608</strong><p>Modifies applicability of previous amendments to<br/>Oregon Uniform Trust Code.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2608
2017R1,44,11,introduced,HB2609,In House Committee,TRUE,<strong>HB2609</strong><p>Updates laws that govern nonprofit corporations in<br/>this state.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2609
2017R1,10,2,introduced,HB2610,Chapter Number Assigned,TRUE,<strong>HB2610</strong><p>Specifies methods by which persons may sign and<br/>transfer corporation's documents in electronic<br/>form.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2610
2017R1,10,3,introduced,HB2611,Chapter Number Assigned,TRUE,"<strong>HB2611</strong><p>Subject to collective bargaining agreement or<br/>employment agreement, requires law enforcement<br/>unit that hires police or corrections officer<br/>originally hired by another law enforcement unit,<br/>upon written request of original employing law<br/>enforcement unit, to reimburse original employing<br/>law enforcement unit for certain expenses incurred<br/>by original employing law enforcement unit.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2611
2017R1,44,12,introduced,HB2612,In House Committee,TRUE,<strong>HB2612</strong><p>Modifies reporting obligation for sex offenders by<br/>requiring report within 10 days following change<br/>of residence.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2612
2017R1,44,13,introduced,HB2613,In House Committee,TRUE,<strong>HB2613</strong><p>Expands offense of driving while under influence<br/>of intoxicants to include any drug that adversely<br/>affects person's physical or mental faculties to<br/>noticeable or perceptible degree.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2613
2017R1,44,14,introduced,HB2614,In House Committee,TRUE,<strong>HB2614</strong><p>Allows for blood test to be taken to determine<br/>presence of controlled substances or inhalants for<br/>purpose of Motorist Implied Consent Law.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2614
2017R1,44,15,introduced,HB2615,In House Committee,TRUE,"<strong>HB2615</strong><p>Reduces penalty of theft committed by returning<br/>stolen merchandise if value of merchandise is<br/>under $1,000.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2615
2017R1,10,4,introduced,HB2616,Chapter Number Assigned,TRUE,<strong>HB2616</strong><p>Sets forth circumstances under which court shall<br/>appoint counsel for youth in juvenile delinquency<br/>proceedings.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2616
2017R1,44,16,introduced,HB2617,In House Committee,TRUE,<strong>HB2617</strong><p>Modifies requirements for and disqualifications<br/>from obtaining concealed handgun license.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2617
2017R1,10,5,introduced,HB2618,Chapter Number Assigned,TRUE,<strong>HB2618</strong><p>Increases certain fees collected by sheriffs.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2618
2017R1,10,6,introduced,HB2619,Chapter Number Assigned,TRUE,<strong>HB2619</strong><p>Permits pawnbroker to notify pledgor by electronic<br/>mail or other electronic means that pledge is at<br/>risk of forfeiture if pledgor agrees in writing to<br/>notification method.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2619
2017R1,44,17,introduced,HB2620,In House Committee,TRUE,<strong>HB2620</strong><p>Expands crime of assault in the third degree<br/>to include physical injury to person working<br/>in hospital while worker is performing official<br/>duties.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2620
2017R1,10,7,introduced,HB2621,Chapter Number Assigned,TRUE,<strong>HB2621</strong><p>Specifies what constitutes notification to law<br/>enforcement officials for purpose of determining<br/>eligibility of crime victim for Department of<br/>Justice compensation award.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2621
2017R1,10,8,introduced,HB2622,Chapter Number Assigned,TRUE,"<strong>HB2622</strong><p>Authorizes financial institution to refuse certain<br/>financial transactions when financial institution<br/>reasonably believes financial exploitation of<br/>vulnerable person may have occurred, may have been<br/>attempted or is being attempted.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2622
2017R1,10,9,introduced,HB2623,Chapter Number Assigned,TRUE,<strong>HB2623</strong><p>Allows trustee of trust to make disbursements<br/>for trustee's compensation or compensation of<br/>person providing investment advisory or custodial<br/>services out of principal or income under certain<br/>circumstances.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2623
2017R1,10,10,introduced,HB2624,Chapter Number Assigned,TRUE,"<strong>HB2624</strong><p>Exempts out-of-state banks, extranational<br/>institutions and foreign associations from<br/>requirement to file notice before dealing in notes<br/>secured by mortgages or trust deeds, if authorized<br/>to conduct banking business in this state by<br/>certificate of Department of Consumer and Business<br/>Services.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2624
2017R1,10,11,introduced,HB2625,Chapter Number Assigned,TRUE,<strong>HB2625</strong><p>Provides that forfeiture petition may be filed for<br/>animal impounded pending outcome of animal crime<br/>even if specific animal is not named in charging<br/>instrument.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2625
2017R1,44,18,introduced,HB2626,In House Committee,TRUE,<strong>HB2626</strong><p>Allows arbitrator to consider base pay for city<br/>police officers in assessing compensation for<br/>unsworn Department of State Police troopers and<br/>for sworn Department of State Police troopers.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2626
2017R1,44,19,introduced,HB2627,In House Committee,TRUE,"<strong>HB2627</strong><p>Prohibits person from being admitted to detention<br/>facility if there is probable cause to believe<br/>person is, because of mental disorder, dangerous<br/>to self or others and in need of care and<br/>treatment.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2627
2017R1,44,20,introduced,HB2628,In House Committee,TRUE,"<strong>HB2628</strong><p>Requires district attorney in any criminal<br/>prosecution to make available to victim, upon<br/>request, all discovery that was disclosed to<br/>defendant.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2628
2017R1,45,1,introduced,HB2629,In House Committee,TRUE,"<strong>HB2629</strong><p>Provides that if district attorney presents<br/>documentary evidence of medical service charges at<br/>restitution hearing, evidence creates rebuttable<br/>presumption that charges are reasonable.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2629
2017R1,10,12,introduced,HB2630,Chapter Number Assigned,TRUE,<strong>HB2630</strong><p>Makes changes to Oregon guardianship laws to<br/>ensure adequate safeguards for respondents and<br/>protected persons.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2630
2017R1,45,2,introduced,HB2631,In House Committee,TRUE,"<strong>HB2631</strong><p>Requires that court-ordered fitness to proceed<br/>examination, filing of examination report and<br/>fitness to proceed determination all occur within<br/>14 days of examination order if defendant is in<br/>custody, unless court grants extension.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2631
2017R1,45,3,introduced,HB2632,In House Committee,TRUE,<strong>HB2632</strong><p>Expands exemption from limitations on employment<br/>of retired members of Public Employees Retirement<br/>System reemployed by Oregon State Police.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2632
2017R1,10,13,introduced,HB2633,Chapter Number Assigned,TRUE,<strong>HB2633</strong><p>Clarifies that statutes regulating sexual abuse<br/>specific treatment apply to provision of sexual<br/>abuse specific treatment to any person.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2633
2017R1,45,4,introduced,HB2634,In House Committee,TRUE,"<strong>HB2634</strong><p>Modifies criteria for qualification as ""person<br/>with a disability"" under wildlife laws.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2634
2017R1,45,5,introduced,HB2635,In House Committee,TRUE,<strong>HB2635</strong><p>Includes base pay of corrections employees of<br/>certain counties as comparable factor to be<br/>considered by arbitrator in establishing base pay<br/>for employees of Department of Corrections.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2635
2017R1,45,6,introduced,HB2636,In House Committee,TRUE,"<strong>HB2636</strong><p>Modifies annual salaries of judges of Supreme<br/>Court, Court of Appeals, Oregon Tax Court and<br/>circuit courts.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2636
2017R1,45,7,introduced,HB2637,In House Committee,TRUE,<strong>HB2637</strong><p>Creates crime of animal abuse in third degree.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2637
2017R1,10,14,introduced,HB2638,Chapter Number Assigned,TRUE,<strong>HB2638</strong><p>Modifies laws related to ignition interlock<br/>devices.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2638
2017R1,45,8,introduced,HB2639,In House Committee,TRUE,<strong>HB2639</strong><p>Allows person issued hardship permit to provide<br/>necessary services to person or to member of<br/>person's family.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2639
2017R1,45,9,introduced,HB2640,In House Committee,TRUE,<strong>HB2640</strong><p>Requires showing that material witness previously<br/>failed to comply with subpoena before warrant<br/>of arrest may be issued for witness and before<br/>witness may be detained in custody.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2640
2017R1,45,10,introduced,HB2641,In House Committee,TRUE,<strong>HB2641</strong><p>Adds status as peace officer or firefighter to<br/>list of characteristics of victim of crimes of<br/>intimidation in the second degree and intimidation<br/>in the first degree.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2641
2017R1,45,11,introduced,HB2642,In House Committee,TRUE,<strong>HB2642</strong><p>Prohibits distribution of list of electors that<br/>indicates whether elector cast ballot in election<br/>until day after date of election.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2642
2017R1,45,12,introduced,HB2643,In House Committee,TRUE,<strong>HB2643</strong><p>Requires children under two years of age to<br/>be properly secured in car seat in rear-facing<br/>position.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2643
2017R1,10,15,introduced,HB2644,Chapter Number Assigned,TRUE,<strong>HB2644</strong><p>Provides that administration of vitamin K to<br/>newborn infants must be by most effective means.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2644
2017R1,45,13,introduced,HB2645,In House Committee,TRUE,<strong>HB2645</strong><p>Directs each manufacturer of prescription drugs<br/>that are sold within this state to develop and<br/>implement drug take-back program for purpose<br/>of collecting from individuals and nonbusiness<br/>entities those types of drugs for disposal.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2645
2017R1,45,14,introduced,HB2646,In House Committee,TRUE,<strong>HB2646</strong><p>Provides hours of service credit for vesting<br/>purposes and retirement credit to member of<br/>Oregon Public Service Retirement Plan who receives<br/>workers' compensation disability payments and<br/>subsequently is reemployed by any participating<br/>public employer.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2646
2017R1,45,15,introduced,HB2647,In House Committee,TRUE,<strong>HB2647</strong><p>Prohibits Oregon Educators Benefit Board from<br/>charging fee to opt out of coverage.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2647
2017R1,10,16,introduced,HB2648,Chapter Number Assigned,TRUE,<strong>HB2648</strong><p>Adds school social worker to list of professions<br/>included in school-based system for which school<br/>district or education service district may receive<br/>moneys for decreasing rates of school absenteeism.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2648
2017R1,45,16,introduced,HB2649,In House Committee,TRUE,"<strong>HB2649</strong><p>Directs State Board of Education to adopt by rule<br/>complaint process to report school district policy<br/>in violation of state law prohibiting harassment,<br/>intimidation, bullying and cyberbullying.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2649
2017R1,45,17,introduced,HB2650,In House Committee,TRUE,<strong>HB2650</strong><p>Prohibits landlord evaluating applicant for<br/>tenancy from considering criminal history prior to<br/>performing criminal background check.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2650
2017R1,45,18,introduced,HB2651,In House Committee,TRUE,<strong>HB2651</strong><p>Includes school class size as mandatory collective<br/>bargaining subject.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2651
2017R1,45,19,introduced,HB2652,In House Committee,TRUE,<strong>HB2652</strong><p>Allows Department of Education to enter into<br/>agreement with certain school districts for<br/>reimbursement of cost of providing school meals.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2652
2017R1,45,20,introduced,HB2653,In House Committee,TRUE,<strong>HB2653</strong><p>Establishes alternate death benefit for surviving<br/>spouse of member of Public Employees Retirement<br/>System who dies before retirement.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2653
2017R1,46,1,introduced,HB2654,In House Committee,TRUE,<strong>HB2654</strong><p>Directs Arts Program to study issues relating to<br/>arts and culture.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2654
2017R1,46,2,introduced,HB2655,In House Committee,TRUE,<strong>HB2655</strong><p>Appropriates moneys to Department of Human<br/>Services in order to continue Summer Electronic<br/>Benefit Transfer for Children program despite<br/>reductions in federal funding.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2655
2017R1,46,3,introduced,HB2656,In House Committee,TRUE,<strong>HB2656</strong><p>Creates subtraction for classroom expenses of<br/>taxpayers who are educators.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2656
2017R1,46,4,introduced,HB2657,In House Committee,TRUE,<strong>HB2657</strong><p>Directs Youth Development Council to develop<br/>statewide plan to provide out-of-school youth with<br/>opportunities to become reengaged and to succeed<br/>in education or workforce.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2657
2017R1,46,5,introduced,HB2658,In House Committee,TRUE,<strong>HB2658</strong><p>Establishes pilot program for purpose of<br/>increasing number of public school students who<br/>are served by school social workers.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2658
2017R1,46,6,introduced,HB2659,In House Committee,TRUE,"<strong>HB2659</strong><p>Provides that youth offenders sentenced to<br/>mandatory minimum terms of imprisonment for<br/>certain crimes committed at 15, 16 or 17 years of<br/>age are eligible for conditional release hearing<br/>if they are in custody of Oregon Youth Authority<br/>on 24th birthday.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2659
2017R1,10,17,introduced,HB2660,Chapter Number Assigned,TRUE,"<strong>HB2660</strong><p>Requires Oregon Health Authority and Department<br/>of Consumer and Business Services to make<br/>available online written materials about options<br/>available to breast cancer patients for insurance<br/>coverage of breast reconstruction surgery, breast<br/>prostheses and breast forms.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2660
2017R1,10,18,introduced,HB2661,Chapter Number Assigned,TRUE,<strong>HB2661</strong><p>Requires long term care referral provider to be<br/>registered with Department of Human Services.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2661
2017R1,46,7,introduced,HB2662,In House Committee,TRUE,<strong>HB2662</strong><p>Increases cigarette tax and provides for<br/>distribution of increase in revenue.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2662
2017R1,46,8,introduced,HB2663,In House Committee,TRUE,<strong>HB2663</strong><p>Establishes Task Force to study provisions of<br/>California's Knox-Keene Health Care Service Plan<br/>Act of 1975 to determine appropriateness and<br/>feasibility of adopting any provisions in Oregon.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2663
2017R1,46,9,introduced,HB2664,In House Committee,TRUE,<strong>HB2664</strong><p>Specifies criteria for licensing of extended stay<br/>centers and requires Oregon Health Authority to<br/>adopt rules.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2664
2017R1,46,10,introduced,HB2665,In House Committee,TRUE,<strong>HB2665</strong><p>Allows operators of motorcycles and mopeds to<br/>travel on shoulder of highway during traffic jams<br/>or slowdowns.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2665
2017R1,10,19,introduced,HB2666,Chapter Number Assigned,TRUE,"<strong>HB2666</strong><p>Gives community college recognized student<br/>government authority to establish process and<br/>allocate mandatory student-initiated fees, subject<br/>to refusal under certain circumstances by board<br/>of education of community college district or<br/>president of community college.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2666
2017R1,46,11,introduced,HB2667,In House Committee,TRUE,"<strong>HB2667</strong><p>Establishes Task Force on Vision Zero: Achieving<br/>Zero Traffic Crashes, Injuries and Fatalities.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2667
2017R1,46,12,introduced,HB2668,In House Committee,TRUE,<strong>HB2668</strong><p>Requires governing board of public university<br/>to obtain approval from Legislative Assembly or<br/>Higher Education Coordinating Commission in order<br/>to increase tuition and mandatory enrollment fees<br/>by more than four percent annually.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2668
2017R1,46,13,introduced,HB2669,In House Committee,TRUE,<strong>HB2669</strong><p>Modifies requirements for local community right to<br/>know regulatory programs for toxic substances and<br/>harmful substances.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2669
2017R1,46,14,introduced,HB2670,In House Committee,TRUE,"<strong>HB2670</strong><p>Provides that contracting agency, in solicitation<br/>for procurement, must require bidder or proposer<br/>to disclose violations of certain laws.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2670
2017R1,46,15,introduced,HB2671,In House Committee,TRUE,<strong>HB2671</strong><p>Establishes task force to study and consider<br/>issues related to liquor store agent compensation.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2671
2017R1,46,16,introduced,HB2672,In House Committee,TRUE,"<strong>HB2672</strong><p>Provides for addition, on Oregon corporate excise<br/>tax return, of income or loss of corporation<br/>incorporated in tax haven and member of unitary<br/>group, if income or loss is connected to trade or<br/>business in United States.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2672
2017R1,10,20,introduced,HB2673,Chapter Number Assigned,TRUE,<strong>HB2673</strong><p>Creates alternative process for persons seeking<br/>to change name on vital record for purpose of<br/>affirming gender identity.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2673
2017R1,46,17,introduced,HB2674,In House Committee,TRUE,<strong>HB2674</strong><p>Provides that police officer commissioned by<br/>public university or Oregon Health and Science<br/>University is police officer for purposes of<br/>Public Employees Retirement System.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2674
2017R1,11,1,introduced,HB2675,Chapter Number Assigned,TRUE,"<strong>HB2675</strong><p>Requires community health improvement plans<br/>adopted by coordinated care organizations and<br/>community advisory councils to focus on and<br/>develop strategy for integrating physical,<br/>behavioral and oral health care services.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2675
2017R1,46,18,introduced,HB2676,In House Committee,TRUE,<strong>HB2676</strong><p>Extends sunset for modified method of<br/>apportionment of business income of interstate<br/>broadcaster for purposes of corporate excise<br/>taxation.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2676
2017R1,46,19,introduced,HB2677,In House Committee,TRUE,"<strong>HB2677</strong><p>Prohibits state contracting agency from entering<br/>public contract with contract price that exceeds<br/>$100,000 with contractor that discriminates in<br/>providing benefits against employee or employee's<br/>dependent on basis of employee's or dependent's<br/>actual or perceived gender identity, including<br/>identification as transgendered.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2677
2017R1,46,20,introduced,HB2678,In House Committee,TRUE,<strong>HB2678</strong><p>Creates income tax credit for live organ donation.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2678
2017R1,47,1,introduced,HB2679,In House Committee,TRUE,<strong>HB2679</strong><p>Creates Hospital Rate Commission in Oregon Health<br/>Authority to review hospital charges billed by<br/>certain hospitals and recommend to Oregon Health<br/>Authority whether to approve charges as reasonable<br/>based on prescribed criteria.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2679
2017R1,47,2,introduced,HB2680,In House Committee,TRUE,<strong>HB2680</strong><p>Defines systems that use waste heat to produce<br/>energy as renewable energy production systems for<br/>which applicants may receive grants from State<br/>Department of Energy to install or construct.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2680
